,custid,region,townsize,gender,agecat,edcat,jobcat,empcat,retire,lninc,inccat,debtinc,lncreddebt,lnothdebt,marital,spousedcat,reside,hometype,addresscat,carcatvalue,telecommute,reason,cardspent,tenure,churn,longmon,tollmon,cardmon,wiremon,multline,voice,internet,callwait,forward,confer,ebill,owntv,ownpc
73,9657-YXCTIN-C43,Zone 3,"2,500-9,999",Male,18-24,Did not complete high school,Sales and Office,Less than 2,No,2.995732273553991,Under $25,4.6,-1.4304552569056603,-0.3844867017229727,Unmarried,,1.0,Multiple-Family,4 to 7,Economy,No,,214.75,2.0,Yes,3.6,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
74,6736-VRQGSL-XIB,Zone 1,"> 250,000",Female,25-34,College degree,"Operation, Fabrication, General Labor",Less than 2,No,3.6888794541139363,$25 - $49,8.6,0.2757511815838158,0.7525852163085575,Married,High school degree,4.0,Multiple-Family,4 to 7,Standard,Yes,,588.16,15.0,Yes,5.8,22.5,13.0,32.0,Yes,Yes,Other,Yes,No,Yes,Yes,Yes,Yes
75,0873-MFPTDY-0VU,Zone 3,"> 250,000",Male,>65,Some college,"Operation, Fabrication, General Labor",More than 15,Yes,4.060443010546419,$50 - $74,16.8,0.9140738764649665,1.980937466818496,Unmarried,,2.0,Single-family,More than 25,Standard,No,Convenience,308.65000000000003,69.0,No,35.45,56.0,23.0,48.95,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
76,5469-EPBFHC-7AB,Zone 1,"< 2,500",Female,18-24,Some college,Sales and Office,Less than 2,No,3.295836866004329,$25 - $49,3.6999999999999997,-0.5596167879359226,-0.8496325837339239,Married,High school degree,4.0,Condominium/Townhouse,Less than 3,Economy,No,,358.42,35.0,Yes,8.15,0.0,0.0,0.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
77,0095-PSCHMS-FAP,Zone 5,"> 250,000",Female,25-34,College degree,"Operation, Fabrication, General Labor",2 to 5,No,3.871201010907891,$25 - $49,4.2,-0.7218429952823598,0.425361848622615,Married,College degree,4.0,Single-family,4 to 7,Standard,Yes,Prices,433.24,40.0,No,12.35,0.0,12.75,36.9,Yes,Yes,Cable modem,Yes,Yes,No,Yes,Yes,Yes
78,9589-ZSJHEO-4CY,Zone 1,"> 250,000",Male,50-64,High school degree,Managerial and Professional,11 to 15,No,4.59511985013459,$75 - $124,17.299999999999997,0.16700739126535408,2.7691601639451617,Unmarried,,3.0,Condominium/Townhouse,4 to 7,Standard,No,,727.75,44.0,No,12.3,0.0,9.25,0.0,Yes,No,None,No,No,No,No,Yes,No
79,9389-EPFSXW-ODH,Zone 2,"> 250,000",Male,50-64,High school degree,Managerial and Professional,11 to 15,No,4.68213122712422,$75 - $124,5.8999999999999995,-0.5019649953337941,1.7520930567655912,Unmarried,,1.0,Multiple-Family,More than 25,Luxury,Yes,Prices,366.95,68.0,No,21.1,0.0,21.75,0.0,Yes,No,None,No,No,No,No,Yes,No
80,0703-TNYHVE-VIE,Zone 2,"> 250,000",Female,>65,College degree,Sales and Office,11 to 15,Yes,2.302585092994046,Under $25,4.3999999999999995,-2.08328893340873,-1.153659990452347,Unmarried,,1.0,Multiple-Family,16 to 25,,Yes,,57.6,38.0,No,5.4,0.0,9.25,0.0,Yes,No,Dial-up,No,No,No,No,Yes,Yes
81,5844-XNHZGX-ZT7,Zone 4,"50,000-249,999",Female,50-64,Some college,Service,More than 15,No,5.159055299214529,$125+,15.7,2.2662586035318597,2.8721368410994637,Married,High school degree,3.0,Single-family,16 to 25,Luxury,No,Prices,517.17,55.0,No,23.0,31.25,30.0,57.5,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
82,0817-TIEORQ-0X3,Zone 2,"10,000-49,999",Female,>65,Did not complete high school,Sales and Office,6 to 10,Yes,2.1972245773362196,Under $25,11.0,-1.604599635793851,-0.23695093604542344,Married,Did not complete high school,2.0,Multiple-Family,16 to 25,Economy,No,,196.13,47.0,No,12.7,0.0,22.25,0.0,No,No,None,No,No,No,No,No,Yes
83,4818-YXLVXL-5WB,Zone 2,"< 2,500",Male,18-24,High school degree,Service,Less than 2,No,2.70805020110221,Under $25,9.700000000000001,-0.621952734318154,-0.085443515817468,Married,High school degree,4.0,Condominium/Townhouse,Less than 3,Economy,No,,115.03,9.0,No,3.35,0.0,0.0,0.0,No,No,None,No,Yes,No,No,Yes,No
84,4781-WBXPDV-XAD,Zone 1,"< 2,500",Female,>65,Did not complete high school,Service,More than 15,No,4.0943445622221,$50 - $74,9.3,0.026369255020068212,1.5158478523751895,Unmarried,,1.0,Multiple-Family,More than 25,Standard,No,,348.21,70.0,No,22.9,0.0,24.0,0.0,Yes,No,None,Yes,No,No,No,Yes,No
85,4557-ABRNJI-5YB,Zone 2,"> 250,000",Female,35-49,College degree,Managerial and Professional,2 to 5,No,3.7376696182833684,$25 - $49,28.599999999999998,-0.1733538868116943,2.4133354572862484,Married,College degree,2.0,Single-family,8 to 15,Economy,No,,281.46,3.0,No,3.55,0.0,8.0,0.0,No,No,None,No,Yes,No,No,Yes,No
86,6499-QZICJS-K3R,Zone 1,"50,000-249,999",Female,18-24,High school degree,Managerial and Professional,Less than 2,No,3.2188758248682006,$25 - $49,1.9,-1.147907580392987,-1.8470607850131446,Unmarried,,1.0,Single-family,Less than 3,Economy,No,,192.8,6.0,No,3.4,0.0,0.0,0.0,No,No,None,No,Yes,No,No,Yes,No
87,7543-UGKCVU-UKC,Zone 2,"> 250,000",Male,35-49,High school degree,"Operation, Fabrication, General Labor",11 to 15,No,3.4965075614664802,$25 - $49,10.4,0.5054045562961514,0.5734307771520079,Married,High school degree,7.0,Multiple-Family,8 to 15,Standard,No,,271.03000000000003,64.0,No,12.55,41.0,23.0,0.0,Yes,Yes,None,Yes,Yes,Yes,No,Yes,No
88,7948-QQFJCQ-1EQ,Zone 3,"50,000-249,999",Female,>65,High school degree,Service,More than 15,Yes,2.1972245773362196,Under $25,16.0,-1.2152359966046469,0.13397129585290787,Unmarried,,2.0,Multiple-Family,Less than 3,Economy,No,Other,253.27,24.0,Yes,4.95,0.0,0.0,0.0,No,No,Dial-up,No,No,No,No,No,Yes
89,4192-TTOKEV-BML,Zone 3,"10,000-49,999",Female,35-49,Did not complete high school,Managerial and Professional,2 to 5,No,3.713572066704308,$25 - $49,3.6999999999999997,-1.5857458001773126,0.27170892831613735,Married,Did not complete high school,3.0,Single-family,4 to 7,Standard,No,,386.63,26.0,Yes,7.65,0.0,5.25,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
90,5963-GWYQSP-WMA,Zone 2,"> 250,000",Female,50-64,College degree,Sales and Office,6 to 10,No,4.6443908991413725,$75 - $124,0.8999999999999999,-0.8962528381376477,-0.6388408299886233,Married,Some college,2.0,Multiple-Family,More than 25,Luxury,No,Prices,140.43,69.0,No,26.15,0.0,45.25,0.0,Yes,No,None,No,No,No,No,Yes,No
91,2760-AVZAXY-1Z8,Zone 4,"10,000-49,999",Male,50-64,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,5.003946305945459,$125+,5.1,1.1581323006276485,1.485012137557422,Married,Did not complete high school,2.0,Single-family,8 to 15,Luxury,No,,903.9,50.0,No,13.55,45.5,10.0,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
92,3840-IBNCHT-5P1,Zone 3,"> 250,000",Male,35-49,High school degree,Managerial and Professional,6 to 10,No,4.02535169073515,$50 - $74,19.0,1.0098247898529789,2.0662144480987417,Married,High school degree,3.0,Condominium/Townhouse,16 to 25,,Yes,,148.52,43.0,No,8.65,47.75,17.5,36.35,Yes,Yes,None,Yes,Yes,Yes,No,Yes,No
93,7017-YTKYVH-0DI,Zone 4,"10,000-49,999",Female,>65,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,Yes,2.995732273553991,Under $25,10.8,-0.616186139423817,0.4824261492442928,Married,Did not complete high school,2.0,Multiple-Family,More than 25,Economy,No,,222.46,70.0,No,28.7,0.0,14.5,0.0,No,No,None,No,No,No,No,Yes,No
94,4539-MCSOLU-DMX,Zone 1,"> 250,000",Male,35-49,High school degree,"Operation, Fabrication, General Labor",11 to 15,No,5.3612921657094255,$125+,3.5000000000000004,0.8910898401318182,1.6128749988792925,Married,High school degree,6.0,Single-family,8 to 15,Luxury,Yes,,453.62,8.0,Yes,2.2,33.5,45.75,26.45,No,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
95,9904-SMSFGL-7O7,Zone 2,"50,000-249,999",Female,50-64,College degree,Managerial and Professional,2 to 5,No,4.941642422609304,$125+,11.5,-1.731040734193349,2.7677583246309925,Unmarried,,1.0,Single-family,More than 25,Luxury,No,,291.92,47.0,No,9.2,0.0,7.75,0.0,Yes,No,Dial-up,No,No,No,No,Yes,Yes
96,2216-CZMBUZ-41W,Zone 4,"50,000-249,999",Female,50-64,Did not complete high school,Sales and Office,2 to 5,No,2.9444389791664403,Under $25,3.9,-1.7310463807366767,-0.5728765748065014,Unmarried,,1.0,Single-family,16 to 25,Economy,No,,112.06,67.0,No,13.5,27.25,16.25,0.0,No,No,None,Yes,No,No,No,Yes,No
97,5234-FZAFMB-P93,Zone 5,"< 2,500",Male,35-49,Some college,Managerial and Professional,2 to 5,No,4.174387269895637,$50 - $74,3.6999999999999997,-1.1939234684729347,0.7428750002311227,Unmarried,,2.0,Single-family,8 to 15,Standard,No,Convenience,289.78000000000003,26.0,Yes,10.6,23.0,14.75,0.0,No,No,None,Yes,Yes,Yes,No,Yes,Yes
98,4546-ROHQMR-LL6,Zone 2,"50,000-249,999",Female,35-49,High school degree,Sales and Office,2 to 5,No,3.8066624897703196,$25 - $49,3.2,-0.08477388204943806,-0.6514679535684565,Married,Some college,2.0,Condominium/Townhouse,16 to 25,Standard,Yes,,469.87,71.0,No,20.1,0.0,15.25,0.0,Yes,No,None,No,No,No,Yes,Yes,No
99,2941-FFZNOH-Q4Q,Zone 5,"50,000-249,999",Male,35-49,High school degree,"Operation, Fabrication, General Labor",11 to 15,No,4.07753744390572,$50 - $74,4.6,0.006870345037975442,0.5347995391309809,Married,High school degree,5.0,Single-family,16 to 25,Standard,No,Prices,353.51,31.0,No,19.0,14.75,35.25,0.0,No,No,None,No,No,No,No,Yes,No
100,2769-DFFVUP-5FR,Zone 2,"10,000-49,999",Female,50-64,Did not complete high school,Service,11 to 15,No,3.5553480614894135,$25 - $49,6.1,-0.7511259307837963,0.508722413569199,Unmarried,,1.0,Single-family,More than 25,Economy,Yes,,198.19,22.0,No,7.6,0.0,20.5,0.0,No,No,None,No,Yes,No,No,Yes,No
101,2195-NCQEZJ-KDM,Zone 2,"50,000-249,999",Male,35-49,Some college,Managerial and Professional,6 to 10,No,4.248495242049359,$50 - $74,4.3999999999999995,-0.3983306192075651,0.879029058548657,Unmarried,,1.0,Single-family,8 to 15,,No,Service,303.36,11.0,No,2.85,19.5,25.0,0.0,No,Yes,None,Yes,Yes,Yes,Yes,Yes,No
102,5499-MENAIG-O2K,Zone 4,"< 2,500",Female,50-64,College degree,Managerial and Professional,11 to 15,No,4.477336814478207,$75 - $124,3.3000000000000003,-1.3418565116893222,0.9717784174913083,Married,High school degree,2.0,Multiple-Family,More than 25,Luxury,Yes,Convenience,449.18,36.0,No,9.35,34.5,33.5,0.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
103,9293-IDXMYW-HQI,Zone 2,"50,000-249,999",Male,>65,College degree,Sales and Office,11 to 15,Yes,2.5649493574615367,Under $25,3.2,-1.106483183048679,-2.4618153185646023,Married,High school degree,2.0,Multiple-Family,More than 25,Economy,No,,492.09000000000003,32.0,Yes,11.05,0.0,18.25,0.0,Yes,No,Dial-up,No,No,No,Yes,Yes,Yes
104,8931-NYLFXF-FQF,Zone 5,"50,000-249,999",Male,35-49,College degree,Managerial and Professional,6 to 10,No,4.356708826689592,$75 - $124,1.7000000000000002,-2.514714523045155,0.21922709198979667,Unmarried,,1.0,Condominium/Townhouse,8 to 15,Luxury,No,,759.21,7.0,No,5.15,26.0,0.0,0.0,No,No,Dial-up,Yes,No,No,No,Yes,Yes
105,9180-MRERTV-8ZP,Zone 5,"> 250,000",Female,50-64,College degree,Sales and Office,6 to 10,No,3.6375861597263857,$25 - $49,7.000000000000001,-1.652763037172474,0.9036025765976712,Unmarried,,1.0,Condominium/Townhouse,16 to 25,Standard,No,,230.09,31.0,No,7.55,0.0,0.0,0.0,Yes,No,Cable modem,No,No,No,Yes,Yes,Yes
106,5409-WRMQFX-G32,Zone 3,"50,000-249,999",Male,18-24,High school degree,Sales and Office,Less than 2,No,2.9444389791664403,Under $25,6.3,-2.4512707333902455,0.10509488037989964,Unmarried,,1.0,Single-family,Less than 3,Economy,No,Convenience,207.59,5.0,Yes,4.3,0.0,0.0,0.0,No,No,None,No,No,No,Yes,Yes,Yes
107,7436-TZUPOW-JEF,Zone 5,"< 2,500",Female,35-49,Post-undergraduate degree,Service,6 to 10,No,3.4339872044851463,$25 - $49,10.6,0.599080427380223,0.3822346926530034,Married,Post-undergraduate degree,4.0,Single-family,4 to 7,Economy,No,,402.22,71.0,No,22.15,28.0,18.75,78.6,Yes,Yes,Cable modem,Yes,Yes,No,Yes,Yes,Yes
108,2908-TUOVUR-B44,Zone 3,"2,500-9,999",Female,>65,Some college,"Operation, Fabrication, General Labor",More than 15,Yes,2.995732273553991,Under $25,12.2,0.30860172270428443,0.07555264240067147,Unmarried,,1.0,Multiple-Family,8 to 15,Economy,No,,357.05,71.0,No,30.45,0.0,53.5,0.0,Yes,No,Cable modem,No,No,No,No,Yes,Yes
109,0047-GNZBXJ-WDD,Zone 2,"10,000-49,999",Female,35-49,High school degree,Managerial and Professional,2 to 5,No,3.58351893845611,$25 - $49,11.3,0.8721231471028035,0.516419548553703,Unmarried,,5.0,Mobile Home,16 to 25,Standard,No,,321.86,25.0,Yes,8.75,0.0,6.25,0.0,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
110,6942-OBVJHV-8CS,Zone 3,"> 250,000",Male,35-49,Did not complete high school,Sales and Office,2 to 5,No,2.772588722239781,Under $25,10.7,-1.9274417447722703,0.44883106401293454,Unmarried,,3.0,Multiple-Family,8 to 15,Economy,Yes,Convenience,237.76,12.0,No,2.8,0.0,0.0,0.0,No,No,None,No,No,Yes,No,Yes,No
111,5938-WBCTCY-JFG,Zone 2,"2,500-9,999",Male,25-34,Some college,Sales and Office,Less than 2,No,2.995732273553991,Under $25,19.7,0.4192628137925364,0.883420372474848,Unmarried,,1.0,Condominium/Townhouse,4 to 7,Economy,No,,317.49,3.0,Yes,2.0,0.0,0.0,0.0,No,No,Dial-up,Yes,No,No,No,Yes,Yes
112,9881-EQUVEX-8E8,Zone 4,"2,500-9,999",Female,>65,Some college,Sales and Office,More than 15,No,4.23410650459726,$50 - $74,6.6000000000000005,0.39207587098914837,1.1229633795319407,Unmarried,,1.0,Single-family,More than 25,Standard,Yes,,229.24,64.0,No,16.65,0.0,13.0,0.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
113,2391-AMVDUL-YBY,Zone 5,"< 2,500",Male,>65,Did not complete high school,Managerial and Professional,More than 15,No,4.0943445622221,$50 - $74,8.5,1.0222710554113874,0.8417826796990935,Married,Did not complete high school,2.0,Mobile Home,More than 25,Standard,No,,462.76,60.0,No,19.8,51.5,21.75,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
114,1476-RSESKG-LJP,Zone 1,"50,000-249,999",Male,50-64,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,4.74493212836325,$75 - $124,5.3,1.0156056094341317,1.204162286373079,Married,Did not complete high school,3.0,Single-family,More than 25,Luxury,No,,658.97,72.0,No,66.9,0.0,47.5,0.0,Yes,No,None,No,No,No,No,Yes,No
115,1203-TLXQBY-VAI,Zone 5,"> 250,000",Female,>65,Some college,Service,More than 15,Yes,2.70805020110221,Under $25,2.5,-2.5179465038662006,-1.2229008142114548,Married,High school degree,2.0,Mobile Home,More than 25,Economy,No,,187.94,72.0,No,35.05,30.0,21.25,0.0,Yes,No,None,No,No,Yes,No,Yes,Yes
116,2697-TUJEDN-QIC,Zone 2,"10,000-49,999",Female,25-34,High school degree,"Operation, Fabrication, General Labor",2 to 5,No,3.4965075614664802,$25 - $49,8.799999999999999,-1.0625426889080583,0.9393914439165921,Married,High school degree,4.0,Single-family,4 to 7,Economy,No,Prices,695.75,41.0,No,7.05,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,Yes
117,1021-NLGTQP-I7O,Zone 3,"10,000-49,999",Female,35-49,Some college,"Precision Production, Craft, Repair",More than 15,No,4.204692619390966,$50 - $74,9.4,1.1289209714912165,1.1649248602472186,Married,Some college,2.0,Single-family,16 to 25,Standard,No,,238.18,27.0,No,6.25,17.25,12.75,0.0,No,No,None,Yes,Yes,Yes,Yes,Yes,No
118,0072-RSNZUU-4L4,Zone 3,"< 2,500",Male,35-49,Some college,Sales and Office,Less than 2,No,4.48863636973214,$75 - $124,3.9,0.24204930595208243,0.7871578800416884,Unmarried,,1.0,Condominium/Townhouse,8 to 15,Luxury,Yes,,157.53,4.0,No,2.35,25.75,0.0,24.0,Yes,No,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes
119,6020-XJTYED-SB7,Zone 2,"50,000-249,999",Female,35-49,Some college,"Precision Production, Craft, Repair",More than 15,No,4.770684624465665,$75 - $124,8.1,2.037977935120591,0.6328269499118181,Unmarried,,1.0,Multiple-Family,4 to 7,Luxury,No,,204.84,65.0,No,11.75,26.5,35.0,70.05,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
120,8600-JFWRHZ-NV4,Zone 4,"50,000-249,999",Male,35-49,Did not complete high school,Sales and Office,2 to 5,No,3.5553480614894135,$25 - $49,15.4,0.9443065968271099,1.0363715700036915,Married,Did not complete high school,2.0,Single-family,16 to 25,,No,,356.62,62.0,Yes,14.15,28.75,26.5,0.0,Yes,No,None,Yes,Yes,Yes,No,Yes,No
121,1808-GGLQXW-PIN,Zone 4,"< 2,500",Female,>65,High school degree,"Operation, Fabrication, General Labor",More than 15,Yes,2.1972245773362196,Under $25,15.6,-0.9194557352173117,0.005250193582127876,Unmarried,,1.0,Single-family,More than 25,Economy,No,,210.8,38.0,No,13.4,14.5,20.5,0.0,No,No,None,No,No,No,No,Yes,No
122,6392-UDXXLE-6TF,Zone 5,"50,000-249,999",Male,25-34,Post-undergraduate degree,Agricultural and Natural Resources,6 to 10,No,3.58351893845611,$25 - $49,18.4,0.0068246589470978706,1.7258247738927246,Unmarried,,1.0,Multiple-Family,4 to 7,Economy,No,,103.68,20.0,Yes,7.85,20.5,10.25,26.7,No,Yes,DSL,No,Yes,No,No,Yes,Yes
123,7521-YBTWNV-8LB,Zone 2,"< 2,500",Male,35-49,Some college,"Operation, Fabrication, General Labor",2 to 5,No,4.394449154672439,$75 - $124,11.1,1.2127245954350307,1.7278191691205973,Unmarried,,1.0,Single-family,8 to 15,Luxury,No,,639.4,55.0,No,16.75,0.0,32.5,0.0,Yes,No,Dial-up,No,No,No,No,Yes,Yes
124,0007-NFQDIF-2EN,Zone 2,"< 2,500",Female,>65,High school degree,Sales and Office,11 to 15,Yes,2.1972245773362196,Under $25,10.8,-1.5068091245493944,-0.2871702034790589,Married,Did not complete high school,2.0,Condominium/Townhouse,16 to 25,,Yes,,96.23,57.0,No,28.15,44.0,11.5,71.75,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes
125,5473-PARWGH-HJT,Zone 3,"50,000-249,999",Female,25-34,Did not complete high school,"Operation, Fabrication, General Labor",6 to 10,No,3.5553480614894135,$25 - $49,2.8000000000000003,-0.6089898725532221,-0.8298837041334162,Unmarried,,1.0,Single-family,8 to 15,Standard,No,,505.95,1.0,No,5.05,15.0,0.0,0.0,No,No,None,No,Yes,No,No,Yes,No
126,3162-WQWVOO-I6W,Zone 4,"2,500-9,999",Male,35-49,Did not complete high school,Sales and Office,2 to 5,No,3.4965075614664802,$25 - $49,12.0,-0.450106888731285,1.2006994527514583,Married,High school degree,4.0,Single-family,16 to 25,Economy,No,Convenience,831.5500000000001,6.0,Yes,4.65,14.75,4.25,0.0,No,No,None,No,No,Yes,Yes,Yes,Yes
127,7552-AIWKIZ-IEN,Zone 5,"2,500-9,999",Male,>65,High school degree,"Operation, Fabrication, General Labor",More than 15,No,5.187385805840755,$125+,24.6,2.9433148739125916,3.2210872179351746,Unmarried,,1.0,Single-family,16 to 25,Luxury,No,,756.14,25.0,No,10.85,22.5,7.0,26.75,No,Yes,None,Yes,Yes,Yes,No,Yes,No
128,8307-EYSHKD-T0J,Zone 3,"> 250,000",Female,18-24,High school degree,Sales and Office,Less than 2,No,2.70805020110221,Under $25,14.000000000000002,-0.07904320734045285,0.16211884947643532,Married,High school degree,5.0,Single-family,Less than 3,Economy,No,,61.160000000000004,27.0,Yes,5.2,29.75,45.25,68.45,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
129,8419-HYYTLX-ZB6,Zone 2,"> 250,000",Female,>65,College degree,Sales and Office,2 to 5,No,4.1588830833596715,$50 - $74,9.4,0.5937775724142774,1.4363180498992119,Married,College degree,2.0,Single-family,More than 25,Economy,No,,496.27000000000004,23.0,Yes,6.95,0.0,0.0,31.45,Yes,Yes,Dial-up,Yes,No,No,Yes,Yes,Yes
130,1287-UVBEMA-BW4,Zone 5,"< 2,500",Female,25-34,College degree,"Operation, Fabrication, General Labor",2 to 5,No,3.8501476017100584,$25 - $49,25.0,1.2362705706250983,2.1171286275046035,Married,Post-undergraduate degree,3.0,Single-family,4 to 7,Standard,Yes,Service,243.04,18.0,No,7.05,0.0,0.0,0.0,No,Yes,Cable modem,No,Yes,No,Yes,Yes,Yes
131,3675-MPXAID-868,Zone 4,"10,000-49,999",Male,35-49,Some college,Sales and Office,2 to 5,No,3.6635616461296463,$25 - $49,10.2,0.6488911715554045,0.7249277846155319,Unmarried,,1.0,Condominium/Townhouse,8 to 15,Standard,No,,233.77,39.0,No,8.3,18.25,8.5,0.0,No,Yes,None,Yes,Yes,Yes,No,Yes,Yes
132,0478-LUJSKW-DGJ,Zone 1,"50,000-249,999",Female,>65,Did not complete high school,Managerial and Professional,11 to 15,No,4.7535901911063645,$75 - $124,16.8,1.7284703006577817,2.6287160423485902,Unmarried,,1.0,Multiple-Family,More than 25,Luxury,No,,174.83,65.0,No,43.0,0.0,6.5,41.55,Yes,Yes,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes
133,2795-AKTNLE-433,Zone 3,"> 250,000",Female,>65,Some college,Sales and Office,6 to 10,Yes,2.995732273553991,Under $25,4.9,-1.271966175479804,-0.3570750239600721,Unmarried,,1.0,Multiple-Family,More than 25,Economy,No,,223.88,62.0,No,21.95,0.0,6.75,0.0,Yes,No,Dial-up,No,No,No,No,Yes,Yes
134,9767-TQOHCP-AI5,Zone 2,"> 250,000",Female,>65,High school degree,"Operation, Fabrication, General Labor",More than 15,No,4.574710978503383,$75 - $124,6.7,0.49728252865759504,1.5799582250628923,Unmarried,,1.0,Single-family,More than 25,Luxury,No,,265.44,69.0,No,28.35,0.0,20.0,0.0,Yes,No,None,No,No,No,No,Yes,No
135,7586-KWVIWQ-SDZ,Zone 1,"2,500-9,999",Female,50-64,Did not complete high school,Service,More than 15,No,5.003946305945459,$125+,2.5,0.2508559898807456,0.8919468084846376,Unmarried,,1.0,Condominium/Townhouse,16 to 25,Luxury,No,,732.86,26.0,No,10.45,0.0,0.0,0.0,No,No,None,Yes,No,No,No,Yes,Yes
136,2903-TTCPPR-GH1,Zone 1,"> 250,000",Female,>65,Some college,Service,More than 15,Yes,2.302585092994046,Under $25,11.4,-0.3698470305064185,-0.8003761072777988,Married,College degree,3.0,Single-family,More than 25,Economy,No,,69.67,71.0,No,28.35,0.0,27.0,0.0,Yes,No,Dial-up,Yes,Yes,Yes,No,Yes,Yes
137,1121-FCQYKB-UP2,Zone 3,"< 2,500",Male,18-24,High school degree,Sales and Office,Less than 2,No,2.9444389791664403,Under $25,15.9,-0.4130956467611014,0.8584077732620838,Married,High school degree,3.0,Multiple-Family,Less than 3,Economy,No,,631.4,4.0,Yes,2.1,33.5,29.75,0.0,No,Yes,None,Yes,Yes,Yes,No,Yes,No
138,3289-OGNGRL-E9D,Zone 4,"2,500-9,999",Female,50-64,High school degree,Managerial and Professional,6 to 10,No,3.4011973816621555,$25 - $49,11.3,0.6499003735566629,0.38842067349890597,Unmarried,,1.0,Single-family,More than 25,Economy,No,,531.15,65.0,No,21.55,27.5,38.25,0.0,No,No,None,No,Yes,Yes,No,Yes,No
139,5192-TXYYZN-95U,Zone 1,"> 250,000",Male,50-64,Post-undergraduate degree,Sales and Office,6 to 10,Yes,4.04305126783455,$50 - $74,11.5,1.3145942569546776,1.0408984264776366,Unmarried,,1.0,Single-family,More than 25,Economy,No,,404.13,53.0,No,9.0,0.0,18.0,0.0,Yes,Yes,Dial-up,No,No,No,Yes,Yes,Yes
